Total cases (4/14/2020),Deaths (4/14/2020),Population (for demographic %'s),% less than 18 years of age,% 65 and over,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Female,% Rural,Population Density per Square mile of Land (2010),Housing Density Per Square Mile of Land,Avg Daily March 2011 Sunlight (KJ/m?) Missing HI and AK,GDP 2018,"Percentage Living in Poverty, All Ages, 2016",% Unemployed,% Children in Poverty,Income Inequality Ratio (80th%/20th%),Social Association Rate,Air pollution: Average Daily PM2.5,Presence of Drinking Water Violation,% Severe Housing Problems,% Fair or Poor Health,Average Number of Physically Unhealthy Days,% Smokers (adults),% Adults with Obesity,% Physically Inactive,% With Access to Exercise Opportunities,Chronic Respiratory Disease: mortality rate per 100K (2014),Avg Temp 10 Before First-Current,Stay At Home Order After First Case
1,0,32201,22.8036396,18.0367069,0.90680414,0.73289649,0.85090525,0.0466,2.61172013,93.4598304,50.858669,68.8698333,49,20.9,13227,691552,16.8,3.64994068,23.8,3.87037294,8.80669309,9.5,No,15.2128108,20.1683311,4.65593886,20.7425614,38.2,26.4,49.4716896,74.02,12.02777778,0
12,1,52014,21.8614219,8.98604222,11.1412312,1.18237398,3.12031376,0.72095974,11.3027262,69.2371285,43.5017495,44.0314497,95.5,32.7,12966.9,2022292,14.2,3.59559779,16.6,3.67491815,9.22030773,9.6,No,15.4575163,19.1912102,4.48061388,20.2416886,32.4,21.9,72.9043119,77.25,10.3972973,1
0,0,4757,22.1778432,24.5322682,0.18919487,0.21021652,0.54656296,0.021,2.20727349,95.7746479,49.5690561,100,9.6,5.8,13806.35,126767,17.5,3.44262295,22.5,3.91741214,8.31427978,9.1,No,9.43396226,21.6679381,4.91501673,21.6042932,28.9,30.7,53.8059851,78.36,,0
1,0,10212,21.0830396,21.7587152,1.40031336,0.23501763,0.22522523,0.13709362,1.27301214,95.4465335,49.7747748,96.1050457,21.6,11,13462.92,365560,10.9,2.81238875,13.3,3.68641415,8.8028169,10.2,No,11.223203,17.0596519,4.23946887,18.5058596,30.3,23.4,14.7044359,67.81,8.464516129,1
8,0,24763,21.7219238,16.7871421,5.46379679,0.55324476,0.79554174,0.0242,2.16048136,88.8503009,47.8294229,45.1758873,52.7,22.2,13244.66,1155633,16.1,3.84127913,26.1,4.68611397,12.0264582,9.6,No,12.2786305,20.1143022,4.55829871,21.5932194,40.4,32.8,53.05737,81.39,8.5625,1
7,0,22883,22.4751999,18.5465193,1.31538697,0.63365817,0.37145479,0.10925141,2.4647118,93.7726697,50.0502557,75.2192049,41.3,17.6,12900.1,413204,11,3.59341057,14.6,4.2032113,10.5009845,9.4,No,8.53517878,17.6361484,4.33230579,19.5083382,35.1,33.3,53.4221503,81.35,9.179310345,1
2,0,6254,19.523505,23.1691717,1.02334506,1.10329389,0.1918772,0.016,1.72689479,93.3802367,48.4969619,100,8.3,5,13164.35,222126,22.1,3.09312274,33,4.22734473,15.936255,9.5,No,11.8867925,20.9480956,4.76230822,20.5913665,31.6,31.1,63.844086,95.8,12.47692308,1
3,0,13401,22.9460488,20.4014626,0.58950825,0.97753899,0.34325797,0.0298,1.49242594,95.0600701,50.3320648,100,22.4,10.5,13372.48,204642,27.7,5.20569312,34,4.5619151,11.0586848,10.2,No,9.61718021,23.5435685,5.22429255,23.8536239,36.4,35.3,61.9503546,82.47,13.31111111,1
384,14,22895,22.3629613,18.2659969,5.13649268,0.9215986,0.90412754,1.15309019,10.4083861,79.9563223,50.1201136,45.8065897,30.9,13.4,13397.42,943201,15.9,3.03764443,20,3.8553471,11.4739629,9.6,No,13.318156,21.7501951,4.69779806,20.2765079,35.8,32.3,55.7424048,62.52,10.32380952,1
2,0,4599,25.1358991,19.7869102,0.13046314,0.32615786,0.304414,0,1.52207002,96.7166775,50.3370298,100,14.4,6.8,13996.19,72701,19.8,4.14769853,27.3,4.3473321,15.5279503,9.3,No,13.0434783,19.5311958,4.69056435,20.5777961,30.9,27.5,42.5411871,69.46,,0
7,1,4966,29.4603303,18.1031011,0.10068466,0.34232783,0.20136931,0,1.04712042,97.1606927,50.5235602,100,11.1,5.4,13983.32,129648,16.1,2.85714286,23.3,4.63529412,16.1192827,9.5,No,18.487395,19.9425057,4.7161401,21.1197345,32.1,35.7,4.74912245,68.03,10.36111111,0
23,1,38458,24.0600135,18.0456602,11.9116959,0.39263612,0.43684019,0.0312,2.45722607,83.0932446,51.4223309,41.5529076,93.3,40.4,13507,1401953,18.4,3.41709547,26.7,4.90131271,14.0110532,11.5,No,13.789715,23.9649605,5.16528795,22.4064118,35.5,34.9,66.025363,84.22,11.66388889,1
1851,53,8189,21.4800342,22.1028209,0.41519111,1.25778483,0.28086457,0.0733,2.08816705,93.5767493,49.9694712,100,8.4,4.1,13117.87,120956,26.4,4.99845727,37.4,4.61056888,4.84907262,9.4,No,14.8031496,24.1961981,5.31001002,23.7552642,34.9,30.5,73.0008293,71.18,,0
35,0,6050,24.0826446,21.2727273,0.85950413,0.51239669,0.21487603,0,2.18181818,94.8099174,50.214876,100,12.7,6.4,13497.29,171298,16.6,3.04837641,20.7,4.47142394,24.9128052,9.7,No,7.86290323,18.145716,4.61069962,19.3611201,28.7,24.1,43.2135572,61.43,8.790322581,1
0,0,399182,23.2139726,15.2258869,4.99321112,0.24424949,2.69876898,0.0616,3.35035147,86.9094799,50.8434749,5.83047838,643.2,251.6,13189.67,14793630,5.2,2.53979554,7,3.575052,6.49803795,11.7,No,8.78327942,13.55315,3.36419949,16.1292248,29.8,22.7,90.6936488,50.19,11.02972973,1
3,0,9395,19.989356,27.0143693,0.58541778,0.87280468,0.27674295,0.0213,2.22458755,94.3693454,49.749867,100,14.6,8.4,13205.32,150092,20.7,4.36392489,29.6,4.43326584,14.9540696,9.1,No,19.5488722,21.0554822,4.89587323,20.7671741,36.7,29.4,28.5160632,65.92,11.68666667,0
25,0,66692,21.1449649,16.4412523,4.54177413,0.43933305,0.4018473,0.0585,1.6373778,91.7441372,46.5902957,39.7634603,144.6,63,13221.58,2037226,16.3,3.65605192,24.6,4.38082137,13.1924144,10.3,No,14.6405493,19.0942051,4.59279944,22.2008186,38.6,32.3,62.9813798,88.69,10.6030303,1
0,0,996945,22.019971,18.0762229,24.6603373,0.21495669,4.52873529,0.0222,2.96134692,65.6071298,52.5663903,1.13799034,1967.2,2842.9,13141.09,71640132,9.2,3.00899786,15.7,4.57647623,10.1833403,12.1,No,13.4685038,16.378972,3.86530711,15.7137341,27.9,21.9,94.090819,43.64,10.25416667,1
1,0,302838,18.9956346,13.7003943,45.559342,0.30874593,3.51739214,0.0482,4.13059127,44.2741664,51.6071299,0.000313,5157.5,862.6,13198.6,28460911,24.3,3.8248806,38.4,6.00679311,13.8355161,11.5,No,22.0889983,21.9999327,4.59184423,24.6012342,34.4,26.3,97.9379506,57.21,10.95641026,1
12,0,17888,21.6905188,19.4823345,0.83855098,0.32423971,0.30187835,0.78823793,1.17956172,95.4941861,49.3123882,76.1421879,36.4,17.3,13400.98,619144,11.7,2.79499728,13.9,4.27407876,14.0110968,10.6,No,9.96515679,17.7087033,4.3746124,19.3701522,34.7,29.6,32.598512,49.96,11.428,1
4,0,29206,21.7455317,20.0198589,1.22919948,0.5135931,0.30130795,0.0308,1.75991235,95.2852154,50.6437034,69.7911105,36.4,16.5,13486.48,1115134,19.1,4.43850267,21.9,4.38230811,14.6412884,11.3,No,10.7549557,22.6220045,4.95842486,21.0735214,35.6,38,64.27189,91.82,12.36333333,1
0,0,31749,16.4005166,30.983653,0.35906643,0.85042049,0.38741378,0.1700841,2.40952471,94.6801474,51.0126303,88.6870381,69.4,43.9,14105.36,580730,12.9,4.67921238,21.5,3.88074635,10.0949557,9.8,No,12.1989736,18.7468624,4.48017159,18.5135329,31.1,28.1,66.6387181,55.04,11.65769231,1
8,1,6221,22.4401222,20.2379039,3.26314097,1.02877351,0.54653593,0.56261051,18.019611,76.9008198,48.6416975,100,10.4,5.2,13459.19,257647,17,3.13055852,21.3,3.97873741,14.4485471,9.3,No,12.9979036,22.3590794,4.57532831,19.8430181,30.8,34.3,48.1977957,73.54,,0
1,0,55852,21.0807133,21.6787223,1.42340471,1.031297,1.12081931,0.10921722,6.15197307,88.507126,51.6185634,43.8606676,81.7,46.3,14069.36,2133363,17,5.19979126,23,4.10039127,13.7295637,9.8,No,14.9288011,20.0208919,4.80691801,20.7765283,28.8,30.5,72.4315433,54.99,12.35454545,1
3,0,25571,21.2428141,21.0824762,3.67603926,0.89945642,0.35587189,0.0665,2.1195886,91.052364,47.4795667,99.211781,22.1,9.9,13161.65,429362,29.9,4.09156254,34.8,5.10607522,12.4344278,9.6,No,14.7186147,22.0457184,4.89234954,22.9218501,31,29.5,65.6682559,67.1,11.6,1
17,0,20528,23.582424,19.3735386,0.95479345,0.81352299,0.65763835,0.0585,2.14828527,93.774357,51.1058067,58.2588969,25.6,11.5,13154.26,882387,17.5,3.14952391,24,4.07204778,13.2113324,9.4,No,13.0408288,19.8559232,4.72204299,20.5968148,28.1,25.9,54.6481403,66.71,11.68666667,0
1,0,34711,23.7792054,17.5823226,2.22407882,0.6021146,0.45518712,0.0432,3.37068941,91.7778226,50.0878684,63.0393996,75.9,34.3,13207.18,958900,11.8,2.80751708,16,3.91015144,7.85500247,10.5,No,14.2494715,17.1565229,4.17829822,19.5276006,36.1,26.3,69.7413342,55.98,11.49615385,1
0,0,24943,22.8039931,16.682035,2.44156677,0.48510604,0.28865814,0.0321,1.47135469,94.0343984,48.5306499,80.476285,33.2,14.5,12984.77,353922,22,4.43900049,27.9,4.45264291,9.19191112,9.9,No,11.8850194,21.9940081,4.89107005,22.2617362,31.4,33.1,59.5594364,73.38,12,0
5,0,13122,20.5608901,23.5177564,0.76207895,0.53345527,0.28196921,0.0381,1.88233501,94.642585,50.8154245,100,17.8,10.6,13220.18,216719,26,4.84780158,35.8,4.62029589,9.77737666,10.1,No,13.2798574,23.5768176,5.15008197,23.5635654,33.9,32.8,65.5498854,103.99,,0
1,0,39109,27.264824,15.3775346,1.02278248,0.79777033,0.38610039,0.0332,2.07624843,94.2008233,48.9503695,73.9296172,61.1,24.3,13510.07,665452,16.7,3.10357058,24.7,4.04053438,8.2762188,9.6,No,14.0243902,20.0942962,4.8096179,22.363147,27.5,25,55.4030164,73.41,12.672,1
9,0,2040,20.3431373,24.754902,0.93137255,0.34313726,0.19607843,0,1.61764706,96.2745098,51.7647059,100,8.1,4.8,13068.71,70455,14.2,2.84995809,20,4.1749503,14.5843461,9,No,8.7431694,18.498004,4.48921388,19.0133469,25.4,27.7,20.9120221,61.53,10.41052632,1
706,24,18378,25.5903798,19.7518772,0.53868756,0.70736751,0.40809664,0.0816,1.98062901,95.0157797,50.8923713,76.6250332,27.6,12.8,13304.08,369051,24.2,4.13468014,39.9,4.22393173,10.3649555,9.5,No,13.7254902,23.8783191,5.37121002,24.8278086,29.2,30,33.7656125,84.39,12.60344828,1
1,0,9404,17.4074862,22.0119098,0.32964696,1.92471289,0.47851978,0.32964696,4.95533815,90.2807316,48.596342,50.1514168,1.7,1,15066.02,394127,,3.13305572,17,4.92054054,10.5999576,7.3,Yes,14.8379052,13.981103,3.57652545,14.6122035,26.7,21.8,79.5695436,65.26,-2.195238095,0
2,0,13338,33.5807467,12.7980207,0.38236617,66.0368871,0.52481631,0.0225,6.98755436,26.5931924,50.2099265,71.9082783,2.6,0.9,14531.81,962622,25.5,9.59199686,33.7,4.69185991,5.98802395,6,No,21.9444444,22.6566297,5.27773537,28.9364429,37.9,25.1,59.424796,82.58,1.966666667,0
0,0,6807,29.6018804,15.4106067,0.38195975,50.0807992,0.27912443,0.0147,3.81959747,44.2632584,49.7576025,100,1.5,0.7,13544.28,197201,24.3,4.27760803,26.7,4.28061434,8.94454383,5.7,Yes,14.5054945,23.1130831,4.93666287,26.0420429,39.1,27.2,38.9924511,68.27,,0
4,0,6085,19.9013969,23.6647494,0.37797864,1.67625308,0.29580937,0.13147083,2.95809367,93.0977814,48.8085456,100,4.7,2.3,14066.59,117975,10.6,3.95738204,15.5,3.51508053,8.42318059,6,No,10.3519669,13.0777214,3.45372733,15.2870361,34,22.2,59.5687812,47.71,0.769230769,1
6,0,10714,17.4444652,25.7793541,0.54134777,1.27870077,0.32667538,0.0653,2.51073362,94.1198432,49.4213179,100,4.9,3.1,15185.32,251273,10.3,3.51740478,15.2,4.03780517,8.41436051,5.4,No,12.9988598,12.251904,3.401789,14.4067296,27.5,21.5,45.3562215,55.01,-2.35,0
0,0,1238,20.355412,25.7673667,0.0808,0.88852989,0.0808,0,1.37318255,96.0420032,50.3231018,100,0.3,0.2,14098.52,79564,13.8,2.52976191,20.1,5.55523491,0,5.2,No,9.15887851,12.0681629,3.33555898,14.4573029,33.5,25.4,21.7241379,67.62,,0
13,0,81643,22.4011857,18.5686464,1.50655904,4.93857404,0.96027829,0.12615901,4.58949328,85.0140245,49.4322845,19.8212156,30.1,13.8,13607.39,3782722,14.2,3.59860495,16,4.40731985,12.7366694,5.8,Yes,12.6244874,16.1293735,3.95022307,16.8357085,27.3,24.5,83.4507605,72.24,-1.844117647,1
0,0,5745,23.2898172,20.3829417,0.1740644,19.0774587,0.45256745,0.10443864,2.61096606,76.9538729,50.0087032,100,1.5,0.7,13350.84,209992,15.7,3.02297461,25.2,4.0096585,12.1422376,5.7,No,9.05077263,17.1998534,4.332209,19.4598583,28.9,29.4,36.5904008,62.16,,0
0,0,11586,21.3360953,19.9637494,0.46607975,2.35629208,0.67322631,0.0777,3.59917141,91.4379423,49.8877956,17.9075135,3.1,1.5,13401.69,450836,11.4,3.09822017,16.2,4.13174553,6.8253562,5.7,No,10.7802875,12.2993058,3.31716917,15.2007448,32.8,26.5,72.2625866,77.58,,0
0,0,1747,21.4081282,26.5025758,0.34344591,2.91929021,0.28620492,0,3.60618203,91.1848884,48.4258729,100,1.2,0.8,14269.03,86163,10.3,2.15664018,10.1,3.44733462,0,6,No,12.2905028,11.2154803,3.19056164,13.4217969,26.8,26.2,0,58.5,,0
0,0,8680,21.7050691,19.8617512,0.43778802,2.39631336,0.66820277,0.0346,3.06451613,92.1313364,48.4792627,27.5708231,3.8,1.8,12257.99,416817,11.2,2.71610261,13.4,3.84198369,14.5251397,5.6,No,15.2690864,12.2339421,3.11088486,14.4548862,29,27.6,77.4369842,55.64,,0
4,0,9131,14.3576826,23.9075676,0.41616471,3.93166137,0.47092323,0.0876,3.71262731,89.7601577,46.5775928,33.6416434,12.6,7,14831.3,257985,18.6,3.55823449,21.6,4.64001854,7.68723918,7.4,No,14.3958869,17.6883458,4.21653397,18.7662957,28.7,33.8,73.1447623,86.55,-3.503846154,0
0,0,2920,27.0890411,16.9178082,0.17123288,0.89041096,0.68493151,0.17123288,1.67808219,95,49.3493151,100,1.8,0.9,12452.4,213696,8.5,1.87793427,11.4,4.13023645,26.586906,5.2,Yes,9.20502092,10.7091847,2.97301151,13.4998677,35.1,25.9,53.3217993,53.73,,0
0,0,11113,20.8494556,24.511833,0.23396023,1.69171241,0.27895258,0,2.37559615,93.953028,48.7267165,47.4365614,2.7,1.3,13475.99,418322,14.6,3.72036685,16.2,3.95052374,15.0562395,4.8,No,14.822335,14.152171,3.63270716,14.6499754,30.8,26,71.957535,67.79,,0
36,1,102106,22.0114391,19.5375394,0.27324545,1.35643351,0.84324134,0.0813,2.84606194,92.7271659,50.1537618,51.4846912,17.9,9.2,12573.65,3726973,12.3,4.78940431,15.5,4.01611179,13.9,8.9,No,16.9059011,13.547345,3.38926053,15.8335794,21.9,20,80.9618599,65.19,0.411111111,1
138,0,111876,20.0445136,12.6443563,0.41653259,1.03239301,1.61786263,0.0849,4.01426579,91.2474525,48.0710787,33.5426139,34.4,16.2,14990.92,5178452,11.4,2.51998374,7.6,4.27999134,12.1510064,7.1,No,15.3429603,11.24051,3.10148933,14.3726809,17,13.1,81.7691285,42.97,0.230952381,1
0,0,1268,22.1608833,23.2649842,0.39432177,0.55205047,0.0789,0,0.86750789,97.3974763,49.6056782,100,0.3,0.2,13289.97,55437,13.8,2.7100271,27.4,4.30820589,0,5.2,No,10.1123596,11.9830239,3.28562121,14.6898036,26.9,32.2,13.4328358,55.19,,0
4,0,13747,31.1995344,12.0244417,0.254601,64.6395577,0.42191024,0.0291,3.07703499,30.4575544,51.5676148,44.0107471,4.5,1.8,13328.59,430957,28.3,7.78925258,35.4,6.375,5.86510264,6.6,No,17.7804296,24.8964245,5.68934384,30.5919138,36.9,31.1,58.3476379,89.09,-1.836363636,0
1,0,826,21.1864407,27.1186441,0.60532688,1.69491525,0.60532688,0,3.99515739,89.5883777,50,100,0.8,0.4,13718.17,26293,18.3,4.60704607,32.6,3.76626203,0,4.8,No,9.09090909,14.5590187,3.73600601,15.5408021,26.2,23.8,1.24434389,56.93,-2.521428571,0
0,0,3378,15.3049142,30.5506217,0.53285968,0.76968621,0.44404973,0.0296,2.33866193,94.1385435,48.9934873,100,1.8,1.6,14282.5,87528,13.1,5.37313433,20.1,3.57521186,0,6.7,No,10.7692308,12.2629552,3.35196899,14.1929136,23.1,20,69.6005197,61.55,,0
1,0,16347,27.6442161,15.2076834,0.45879978,24.2980363,0.50773842,0.0489,3.64592892,69.1625375,49.7400135,40.0037276,5.6,2.5,13768.53,740055,19.5,3.59910679,17.6,4.54781024,10.9336087,6.1,No,12.6633987,16.8834086,4.2170778,22.9134416,38.1,27.2,75.6274851,69.45,-1.89516129,1
2,0,12097,20.3852195,21.4433331,0.35546003,1.81863272,0.50425725,0.0909,2.57915186,92.8659998,49.483343,100,6.9,3.1,14130.67,256987,8.8,3.8365897,10.4,4.17526487,6.72777731,7.3,Yes,9.28411633,11.6111489,3.21954536,14.5193676,26.5,22.8,56.4790461,70.68,-2.54516129,1
0,0,1952,19.3647541,27.1004098,0.0512,0.97336066,0.15368853,0,1.63934426,96.4139344,48.3094262,100,1.1,0.7,13785.1,172725,13.4,3.36956522,16.8,4.28544578,0,4.5,No,8.7431694,13.2663182,3.51406422,14.9812514,31.2,29.5,8.59073359,41.21,,0
6,0,30250,23.3454545,22.0892562,0.50247934,24.5223141,0.51239669,0.10247934,4.57190083,65.1471074,50.6545455,83.4307382,19.3,11.1,12362.9,710824,19.2,4.28625809,26.2,4.9135268,9.24916592,8.8,No,18.2845188,17.2493113,4.24722013,19.5253871,29,22.3,54.5293258,55.04,0.607142857,0
16,0,68700,21.4992722,18.7816594,0.4279476,2.25909753,0.76564774,0.0815,3.40611354,91.1804949,50.5676856,28.9297263,18.3,8.7,13624.68,3083311,10.4,3.32252151,13.4,3.99924441,21.837605,6.1,Yes,11.526247,12.591504,3.43668189,14.1402164,26.7,19.6,78.1733575,68.62,-0.437804878,1
1,0,2430,21.2345679,20.5761317,0.4526749,0.82304527,0.16460905,0.0412,0.86419753,96.0082305,51.7695473,100,1.6,0.7,13401.07,174082,20.2,2.48962656,26.9,3.66721596,12.3609394,5.9,Yes,20.9580838,12.0560485,3.35981895,14.5263184,35.1,24.8,38.8627619,48.25,-0.613043478,0
7,1,19794,18.2327978,28.645044,0.38900677,1.26300899,0.3789027,0.13135294,3.28887542,92.4674144,49.5554208,79.7937725,5.4,3.2,11550.07,491930,18.7,7.382134,33.7,4.51868478,13.3744856,9,No,17.3302108,16.1397271,4.01566362,16.1327283,26.3,22.1,98.9231473,75.15,-0.879310345,1
0,0,8768,15.6135949,28.2162409,0.43339416,0.76414234,0.65009124,0.0114,6.6149635,90.1117701,46.4872263,100,0.7,1.9,13057.07,99139,11.2,3.54278075,14.6,3.71845944,13.4556575,6.8,No,14.5616642,11.8888624,3.37323864,13.8479495,24.1,19.6,35.4830321,46.95,0.244444444,1
9,2,1675,20.238806,26.1492537,0.53731343,1.31343284,0.41791045,0,1.67164179,94.1492537,48.6567164,100,2.1,0.4,15327.55,382680,15.6,1.83673469,17.9,3.21037643,17.4621653,5.5,No,7.44827586,11.5868756,3.2448075,13.2731837,24.8,25,37.8892734,54.92,,0
1,0,1866,19.3461951,30.7073955,0.37513398,0.75026795,0.42872455,0,2.357985,94.8017149,49.4640943,100,0.8,0.6,14428.33,79932,18.3,3.87434555,31.3,3.70388915,0,4.7,No,10.8280255,15.3203213,3.894277,16.9798715,25.9,23,63.8286621,58.09,-0.213333333,1
0,0,4316,18.0954588,28.8924931,0.46339203,1.96941613,0.67191844,0,2.89620019,91.6126043,49.0268767,100,3.5,2,12473.27,86029,17.8,7.15948778,24.9,4.57064984,0,8.5,No,16.0493827,16.1546736,4.05443087,17.7919838,27.7,22.8,100,75.12,,0
30,1,118791,18.7850932,15.5786213,0.42427457,2.65087422,1.90755192,0.10438501,3.32600955,89.1801568,49.900245,22.3268282,42.1,19.3,13073.09,5004429,15.2,3.32968653,13.2,4.85410219,11.4099846,8.6,Yes,18.8581131,13.9234679,3.84766599,16.9768986,22.2,16.7,92.5717527,63.2,-2.9875,1
1,0,4651,18.5766502,26.5534294,0.77402709,1.97806923,1.87056547,0.043,3.31111589,90.4966674,49.6452376,100,2.4,1.4,13626.43,296292,17.4,4.27878253,27.2,4.46876535,8.62254796,5.2,No,18.75,16.3063385,3.93259179,17.8096845,28,27.6,55.3107096,90.34,-0.736,0
7,0,16736,17.5967973,22.6995698,0.32265774,1.14722753,0.4541109,0.0478,3.20267686,93.1584608,49.5936903,47.7359939,5.6,3.3,15348.5,512732,11.7,3.83133076,13.4,3.77173617,15.2877148,5.4,Yes,14.5862553,12.7973718,3.35500638,14.0840428,24.3,25.2,59.9897672,51.52,-2.79137931,0
0,0,513,17.9337232,24.9512671,0,0.97465887,0,0,2.14424951,93.5672515,45.6140351,100,0.3,0.2,13163.56,22506,15.1,4.18118467,31.5,4.28075397,0,5.1,No,9.04761905,12.7350814,3.46451964,14.7148955,27,21.7,5.87044534,63.3,,0
0,0,4074,23.760432,22.3367698,0.17182131,9.40108002,0.27000491,0.0245,3.16642121,83.2351497,49.754541,100,0.8,0.5,13568.42,132090,15.5,4.53597497,22.4,3.87369536,7.2833212,4.8,Yes,7.77777778,15.7822643,3.98831107,17.6896185,34.8,29.5,64.6132142,76.24,,0
0,0,5972,23.9785666,20.4119223,0.33489618,14.3335566,0.38513061,0.0837,2.0261219,81.0113865,50.1841929,58.101739,3.8,1.6,13232.28,172592,18.4,4.0560472,26.8,4.58031281,15.1006711,6,No,12.9464286,16.8234419,4.00112044,18.9855713,34.9,23.8,48.545425,61.42,,0
0,0,1716,16.7249417,27.1561772,0.17482518,1.86480187,0.11655012,0,1.80652681,93.4149184,50.4662005,100,0.5,0.3,14386.61,99244,10.7,2.88362513,16.4,3.72649296,0,5.5,No,7.33333333,14.1850062,3.67356459,15.4883705,26.8,27.4,17.555938,58.68,,0
0,0,6968,14.6383467,20.608496,1.14810563,5.39609644,0.44489093,0.0574,2.8272101,88.7916188,37.5574053,54.2194393,3,1.3,14073.82,190670,17.5,4.13194444,20.8,3.54443522,8.83002208,6.9,No,8.492569,14.9735328,3.77327845,17.8867858,31.6,25.9,83.108012,71.62,,0
0,0,1087,17.2953082,31.8307268,0.18399264,1.10395584,0.73597056,0,3.95584177,90.4323827,49.126035,100,0.7,0.4,12290.82,36443,12.1,3.65853659,23.9,3.75106061,0,5.4,No,7.27272727,12.3539581,3.23982922,13.1716558,34.9,24.3,3.2230704,57.77,,0
5,0,43172,19.1003428,25.7991291,0.35671268,1.21374965,0.59992588,0.0996,3.6180858,92.6943389,50.4076716,84.6264797,16.8,8.2,13573.02,972076,13.8,4.1932406,23,4.33974452,10.572563,8.7,No,17.6716418,13.6272579,3.73675191,15.3273634,26.5,23.9,72.115289,59.05,-3.134285714,1
3,0,10913,25.2634473,14.9546413,0.50398607,2.40080638,0.50398607,0.0641,5.28727206,89.3613122,47.8236965,44.2027499,4.7,2.2,12771.7,985176,7.5,3.0565461,10.3,3.74296784,18.1175831,6.2,No,10.7810781,11.8202849,3.12436324,14.070015,30.9,28.4,61.2353786,68.03,-0.041176471,0
3,0,11059,33.502125,11.4476897,0.34361154,60.6022244,0.57871417,0.00904,4.15950809,33.3936161,50.0135636,39.7314149,4.4,1.7,14067.96,429720,23.9,4.5729657,29.2,6.75557887,4.50531627,6.3,No,9.30599369,23.204608,5.12254726,31.1958458,35.2,28.5,48.6618705,72.76,-0.7,1
0,0,9063,28.9528854,15.7894737,0.40825334,38.883372,1.1033874,0.0441,4.89904005,54.9376586,49.6413991,100,1.8,0.8,13798.87,781232,16.6,5.29154893,22,4.72237667,15.1384083,6.1,Yes,13.5802469,17.0280743,4.05410879,20.9961925,31.9,24.6,54.7167768,66.48,,0
0,0,11844,17.5278622,31.2478892,0.28706518,4.15400203,0.47281324,0.0507,3.19148936,90.0287065,48.7504222,100,4.1,2.4,11794.05,296745,17.6,6.3798531,24.8,4.11458216,6.83118436,9.5,No,17.5769613,17.2768578,4.46982794,18.3769307,24.8,28.8,83.1946027,57.95,,0
0,0,3424,20.385514,22.6051402,0.46728972,2.24883178,0.49649533,0,4.81892523,90.2161215,49.328271,100,2,1.2,13588,234348,10.6,2.37422273,13.2,4.52390208,23.061401,6.2,No,8.61538462,12.1607675,3.32980274,14.5100907,37.9,32.5,64.213948,60.28,,0
11,0,34993,20.252622,19.0523819,0.6944246,2.31189095,0.84302575,0.10002,5.0810162,89.6865087,49.7985311,11.4415205,47.6,23.3,14520.79,1378646,15.5,4.01438682,20.1,5.82268402,9.53702098,8,No,17.9435484,15.9014338,4.06202261,17.3625665,25.2,22.5,63.0350877,93.72,-0.028571429,1
1,0,9534,21.7747011,22.6557583,0.22026432,1.21669813,0.9125236,0.0315,4.40528634,92.143906,48.7937906,100,5.1,2.7,14485.9,621154,8.4,3.40632603,10.9,3.8218387,11.6785221,5.3,No,10.8322325,11.5121242,3.1634957,13.4488082,25.1,23.4,36.3277394,61.98,0.44375,0
0,0,3710,19.7843666,26.5768194,0.37735849,1.13207547,0.56603774,0.027,2.47978437,93.477089,48.9218329,100,2,1.2,14594.89,244249,9.8,3.04740406,12.4,4.06602816,13.5464644,4.8,No,14.1868512,11.5214918,3.2958638,13.9520565,28,20.5,70.5560121,50.99,,0
0,0,6162,24.3427459,22.6874391,0.22719896,1.72022071,1.08730932,0.0162,1.59039273,93.2489452,50.7951964,100,2.7,1.3,13245.49,252910,14.1,3.36787565,21.5,3.83060945,21.3640099,5.9,Yes,12.1338912,12.4017468,3.4819464,14.8878967,24.3,28,26.691915,55.64,,0
26,3,4853,20.6058108,18.4628065,1.05089635,5.3162992,0.72120338,0.0824,4.30661447,86.2353184,44.1376468,42.9564237,2.8,1.2,13163.13,285082,16.8,2.64150943,17.9,4.78331028,8.18665575,6.4,Yes,15.2849741,14.3305491,3.54799742,17.6224944,25.9,23.4,69.2336589,78,-2.113793103,1
0,0,679,20.9131075,28.5714286,0,3.38733432,0.88365243,0,3.82916053,90.2798233,49.9263623,100,0.7,0.4,13632.33,101938,10.3,2.96735905,22,3.17690515,0,5.6,No,14.8648649,15.0363154,3.76354809,16.2850147,33,24.9,11.2813371,51.88,,0
0,0,7437,22.8990184,23.3696383,0.48406616,9.30482722,1.02191744,0.0538,2.72959527,84.6308996,49.8857066,55.204234,1.5,1,14259.92,290784,12.5,3.05158634,16.8,4.55541641,13.4535181,5.7,No,7.31343284,14.3150962,3.55145526,16.0346405,30.6,30.8,63.5771475,58.09,,0
